@relation sponge

@attribute Name {AAPTOS_AAPTOS,ALECTONA_MILLARI,CLIONA_CARTERI,CLIONA_CELATA,CLIONA_LABYRINTHICA,CLIONA_SCHMIDTI,CLIONA_VIRIDIS,DIPLASTRELLA_BISTELLATA,DIPLASTRELLA_ORNATA,LAXOSUBERITES_ECTYONIMUS,LAXOSUBERITES_FERRERHERNANDEZI,LAXOSUBERITES_RUGOSUS,OXYCORDYLA_PELLITA,POLYMASTIA_AGGLUTINARIS,POLYMASTIA_CONIGERA,POLYMASTIA_CORTICATA,POLYMASTIA_ECTOFIBROSA,POLYMASTIA_FUSCA,POLYMASTIA_GRIMALDI,POLYMASTIA_HIRSUTA,POLYMASTIA_INFLATA,POLYMASTIA_INFRAPILOSA,POLYMASTIA_INVAGINATA,POLYMASTIA_LITTORALIS,POLYMASTIA_MAMMILLARIS,POLYMASTIA_MARTAE,POLYMASTIA_POLYTYLOTA,POLYMASTIA_RADIOSA,POLYMASTIA_ROBUSTA,POLYMASTIA_SPINULA,POLYMASTIA_TENAX,POLYMASTIA_TISSIERI,POLYMASTIA_UBERRIMA,PROSUBERITES_EPIPHYTUM,PROSUBERITES_LONGISPINA,PROSUBERITES_RUGOSUS,PROTELEIA_SOLLASI,PSEUDOSUBERITES_HYALINUS,PSEUDOSUBERITES_SULFUREUS,QUASILINA_BREVIS,QUASILINA_INTERMEDIA,QUASILINA_RICHARDII,RHIZAXINELLA_BISETA,RHIZAXINELLA_ELONGATA,RHIZAXINELLA_PYRIFERA,RHIZAXINELLA_UNISETA,RIDLEYA_OVIFORMIS,SPHAEROTYLUS_ANTARCTICUS,SPHAEROTYLUS_CAPITATUS,SPINULARIA_SPINULARIA,SPIRASTRELLA_CUNCTATRIX,SPIRASTRELLA_MINAX,STYLOCORDYLA_BOREALIS,SUBERITES_CAMINATUS,SUBERITES_CARNOSUS_V.INCRUSTANS,SUBERITES_CARNOSUS_V.RAMOSUS,SUBERITES_CARNOSUS_V.TYPICUS,SUBERITES_DOMUNCULA,SUBERITES_FICUS,SUBERITES_GIBBOSICEPS,TENTORIUM_PAPILLATUS,TENTORIUM_SEMISUBERITES,TERPIOS_FUGAX,TETHYA_AURANTIUM,TETHYA_CITRINA,TIMEA_CHONDRILLOIDES,TIMEA_HALLEZI,TIMEA_MIXTA,TIMEA_STELLATA,TIMEA_UNISTELLATA,TRACHYTELEIA_STEPHENSI,TRICHOSTEMA_HEMISPHAERICUM,TRICHOSTEMA_SARSI,TYLEXOCLADUS_JOUBINI,WEBERELLA_BURSA,WEBERELLA_VERRUCOSA}
@attribute A.CAPAS_DEL_CORTEX {1_CAPA,2_CAPAS,3_CAPAS,SIN_CORTEX}
@attribute A.CAPA_INTERNA_DEL_CORTEX {BANDAS_DE_ESPICULAS_CRUZADAS,MICROSCLERAS,PERPENDICULAR,SIN_CAPA_INTERNA_DEL_CORTEX,TANGENCIAL,TANGENCIAL_Y_PERPENDICULAR}
@attribute A.CORTEX {NO,SI}
@attribute A.CORTEX_FIBROSO {NO,SI,SIN_CORTEX}
@attribute A.CORTEX_SOLO_DE_ESPICULAS_TANGENCIALES {NO,SI,SIN_CORTEX}
@attribute A.CUERPOS_EXTRANOS_EN_EL_CORTEX {NO,SI,SIN_CORTEX}
@attribute A.GROSOR_DEL_CORTEX {0,1,2,3,4}
@attribute A.HACES_DE_ESPICULAS_PRINCIPALES_EN_POMPON_EN_EL_CORTEX {NO,SI}
@attribute A.TILOSTILOS_ADICIONALES_COANOSOMA {ECTOSOMICOS_DISPERSOS,ECTOSOMICOS_EN_RAMILLETES,INTERMEDIARIOS,INTERMEDIARIOS_Y_ECTOSOMICOS,SIN_TILOSTILOS_ADICIONALES}
@attribute B.NUMERO_DE_TIPOS_DE_MEGASCLERAS {1_TIPO,2_TIPOS,3_TIPOS,SI_TIPO}
@attribute C.TIPO_ESPICULA_PRINCIPAL_DIACTINA_TUBERCULADA {NO,SI}
@attribute C.TIPO_ESPICULA_PRINCIPAL_ESTILO {NO,SI}
@attribute C.TIPO_ESPICULA_PRINCIPAL_ESTILOS_2_TAMANOS {NO,SI}
@attribute C.TIPO_ESPICULA_PRINCIPAL_ESTILO_TILOSTILO {NO,SI}
@attribute C.TIPO_ESPICULA_PRINCIPAL_ESTRONGILOXA {NO,SI}
@attribute C.TIPO_ESPICULA_PRINCIPAL_OXAS {NO,SI}
@attribute C.TIPO_ESPICULA_PRINCIPAL_TILOSTILO {NO,SI}
@attribute D.ESPICULA_PRINCIPAL_ESTILO {FUSIFORME,NORMAL,POLITILOTA,SIN_ESPICULA_PRINCIPAL_ESTILO}
@attribute D.ESPICULA_PRINCIPAL_TILOSTILO {FUSIFORME,NORMAL,POLITILOTA,SIN_ESPICULA_PRINCIPAL_TILOSTILO_}
@attribute D.FORMA_BASE_TILOSTILO_PRINCIPAL {POMO,SIN_TILOSTILOS,SUBESFERICA_ALARGADA_OVOIDE,TRILOBULADA}
@attribute E.DISPOSICION_MEGASCLERAS_ECTOSOMICAS_EN_EL_ECTOSOMA {EMPALIZADA,RAMILLETES,SIN_MEGASCLERAS_ECTOSOMICAS,TANGENCIALES}
@attribute E.FORMA_BASE_TILOSTILO_ECTOSOMICO {SIN_TILOSTILO_ECTOSOMICO,SUBESFERICA_ALARGADA_OVOIDE,TRILOBULADA_CON_VESICULA_AXIAL}
@attribute E.FORMA_MEGASCLERA_ECTOSOMICA {CURVADA,RECTA_FUSIFORME,RECTA_NO_FUSIFORME,SIN_MEGASCLERA_ECTOSOMICA}
@attribute E.TIPO_MEGASCLERA_ECTOSOMICA {ESTILO,ESTILO_TILOSTILO,OXAS_ESTRONGILOXAS,SIN_MEGASCLERA_ECTOSOMICA,TILOSTILO}
@attribute F.TIPO_DE_EXOSTILO {ANATRIENAS,CLADOTILOSTILOS,ESFEROTILOS,SIN_EXOSTILOS,TILOSTILOS_ESPINOSOS_EN_LA_PUNTA,TILOSTILO_LISO}
@attribute G.FORMA_MEGASCLERA_INTERMEDIARIA {FUSIFORME,NORMAL,POLITILOTA,SIN_MEGASCLERA_INTERMEDIARIA}
@attribute G.TIPO_MEGASCLERA_INTERMEDIARIA {ESTILO,ESTILO_TILOSTILO,SIN_MEGASCLERA_INTERMEDIARIA,TILOSTILO}
@attribute H.LONGITUD_MEGASCLERAS {0,1,2,3}
@attribute I.MICROSCLERAS {NO,SI}
@attribute I.TIPO_MICROSCLERA {ASTER,MICROESTILOS_Y_MICROXAS,MICROESTRONGILOS_CENTROTILOTES,SIN_MICROSCLERAS,TRICODRAGMA}
@attribute J.ASTER {NO,SI}
@attribute J.DIAMETRO_ESFERASTER {SIN_ESFERASTER,|10_12|,|20_25|,|27_44|,|40_110|,|5_6_Y_15_35|}
@attribute J.TIPO_DE_ASTER {ANFIASTER,DIPLASTER,ESFERASTER,ESPIRASTER,QUIASTER,QUIASTER_Y_ESFERASTER,SIN_ASTER}
@attribute J.TIPO_DE_DIPLASTER {CON_ACTINAS_COMPLEJAS,CON_ACTINAS_SIMPLES,SIN_DIPLASTERES}
@attribute J.TIPO_DE_ESFERASTER {OXIESFERASTER,OXIESFERASTER_Y_TILOESFERASTER,SIN_ESFERASTER}
@attribute K.FORMA_FINAL {DE_CONO_INVERTIDO,DE_REVESTIMIENTO,GLOBULOSA,HEMISFERICA,INCRUSTANTE,MASIVO_IRREGULAR,MAZAS_PEDUNCULADAS_1/PEDUNCULO,MAZAS_PEDUNCULADAS_VARIAS/PEDUNCULO,RAMIFICADA}
@attribute L.NUMERO_DE_PAPILAS {0,1,2,3,4}
@attribute L.PAPILAS {NO,SI}
@attribute M.COLOR {AMARILLO_PALIDO,AZUL_O_ANARANJADO_INTENSOS,OTROS}
@attribute N.SUPERFICIE {ATERCIOPELADA,CON_AREAS_POLIGONALES_ABULTADAS,FRANJA_BASAL_DE_ESPICULAS_EN_FLECO,HISPIDEZ_MAYOR_HACIA_LA_BASE,LISA,RUGOSA,SOLO_PAPILAS_LISAS,TOTALMENTE_HISPIDA}
@attribute O.DISPOSICION_ESPICULAR_ESQUELETO {AXIAL,CONFUSA,HYMEDESMOIDE,PLUMOSA,RADIAL,RADIAL_EN_PERIFERIA,REDUCIDO}
@attribute P.ALOJA_CANGREJO_ERMITANO {NO,SI}
@attribute P.PERFORANTE {NO,SI}
@attribute P.PSEUDORAICES {NO,SI}
@attribute binaryClass {P,N}

@data
PROSUBERITES_RUGOSUS,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,1_TIPO,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,NORMAL,SUBESFERICA_ALARGADA_OVOIDE,SIN_MEGASCLERAS_ECTOSOMICAS,SIN_TILOSTILO_ECTOSOMICO,SIN_MEGASCLERA_ECTOSOMICA,SIN_MEGASCLERA_ECTOSOMICA,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,3,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,INCRUSTANTE,0,NO,OTROS,LISA,HYMEDESMOIDE,NO,NO,NO,P
PROTELEIA_SOLLASI,3_CAPAS,TANGENCIAL_Y_PERPENDICULAR,SI,NO,NO,NO,3,NO,ECTOSOMICOS_DISPERSOS,3_TIPOS,NO,SI,NO,NO,NO,NO,NO,FUSIFORME,SIN_ESPICULA_PRINCIPAL_TILOSTILO_,SIN_TILOSTILOS,EMPALIZADA,SUBESFERICA_ALARGADA_OVOIDE,CURVADA,TILOSTILO,ANATRIENAS,FUSIFORME,TILOSTILO,3,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,DE_REVESTIMIENTO,2,SI,?,SOLO_PAPILAS_LISAS,RADIAL,NO,NO,NO,P
PSEUDOSUBERITES_HYALINUS,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,1_TIPO,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,FUSIFORME,SUBESFERICA_ALARGADA_OVOIDE,TANGENCIALES,TRILOBULADA_CON_VESICULA_AXIAL,CURVADA,TILOSTILO,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,3,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MASIVO_IRREGULAR,0,NO,AMARILLO_PALIDO,LISA,CONFUSA,NO,NO,NO,P
PSEUDOSUBERITES_SULFUREUS,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,1_TIPO,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,FUSIFORME,SUBESFERICA_ALARGADA_OVOIDE,TANGENCIALES,TRILOBULADA_CON_VESICULA_AXIAL,CURVADA,TILOSTILO,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,2,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MASIVO_IRREGULAR,0,NO,AMARILLO_PALIDO,LISA,CONFUSA,NO,NO,NO,P
QUASILINA_BREVIS,3_CAPAS,BANDAS_DE_ESPICULAS_CRUZADAS,SI,NO,NO,NO,2,NO,ECTOSOMICOS_DISPERSOS,2_TIPOS,NO,NO,NO,SI,NO,NO,NO,FUSIFORME,FUSIFORME,SUBESFERICA_ALARGADA_OVOIDE,EMPALIZADA,SUBESFERICA_ALARGADA_OVOIDE,CURVADA,ESTILO_TILOSTILO,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,3,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MAZAS_PEDUNCULADAS_1/PEDUNCULO,1,SI,?,ATERCIOPELADA,REDUCIDO,NO,NO,NO,P
QUASILINA_INTERMEDIA,1_CAPA,BANDAS_DE_ESPICULAS_CRUZADAS,SI,NO,NO,NO,2,NO,ECTOSOMICOS_EN_RAMILLETES,3_TIPOS,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,FUSIFORME,SUBESFERICA_ALARGADA_OVOIDE,SIN_MEGASCLERAS_ECTOSOMICAS,SUBESFERICA_ALARGADA_OVOIDE,CURVADA,TILOSTILO,SIN_EXOSTILOS,NORMAL,TILOSTILO,2,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MAZAS_PEDUNCULADAS_1/PEDUNCULO,1,SI,OTROS,ATERCIOPELADA,REDUCIDO,NO,NO,NO,P
QUASILINA_RICHARDII,3_CAPAS,BANDAS_DE_ESPICULAS_CRUZADAS,SI,NO,NO,NO,2,NO,ECTOSOMICOS_DISPERSOS,2_TIPOS,NO,NO,NO,SI,NO,NO,NO,FUSIFORME,FUSIFORME,SUBESFERICA_ALARGADA_OVOIDE,EMPALIZADA,SUBESFERICA_ALARGADA_OVOIDE,CURVADA,ESTILO_TILOSTILO,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,3,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MAZAS_PEDUNCULADAS_1/PEDUNCULO,1,SI,OTROS,ATERCIOPELADA,REDUCIDO,NO,NO,NO,P
RHIZAXINELLA_BISETA,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,2_TIPOS,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,FUSIFORME,SUBESFERICA_ALARGADA_OVOIDE,SIN_MEGASCLERAS_ECTOSOMICAS,SIN_TILOSTILO_ECTOSOMICO,SIN_MEGASCLERA_ECTOSOMICA,SIN_MEGASCLERA_ECTOSOMICA,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,1,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MAZAS_PEDUNCULADAS_1/PEDUNCULO,0,NO,AMARILLO_PALIDO,TOTALMENTE_HISPIDA,AXIAL,NO,NO,SI,P
RHIZAXINELLA_ELONGATA,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,2_TIPOS,NO,SI,SI,NO,NO,NO,SI,NORMAL,NORMAL,SUBESFERICA_ALARGADA_OVOIDE,SIN_MEGASCLERAS_ECTOSOMICAS,SIN_TILOSTILO_ECTOSOMICO,SIN_MEGASCLERA_ECTOSOMICA,SIN_MEGASCLERA_ECTOSOMICA,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,3,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MAZAS_PEDUNCULADAS_1/PEDUNCULO,0,NO,OTROS,TOTALMENTE_HISPIDA,AXIAL,NO,NO,SI,N
RHIZAXINELLA_PYRIFERA,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,2_TIPOS,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,NORMAL,SUBESFERICA_ALARGADA_OVOIDE,SIN_MEGASCLERAS_ECTOSOMICAS,SIN_TILOSTILO_ECTOSOMICO,SIN_MEGASCLERA_ECTOSOMICA,SIN_MEGASCLERA_ECTOSOMICA,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,3,SI,TRICODRAGMA,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MAZAS_PEDUNCULADAS_VARIAS/PEDUNCULO,0,NO,AMARILLO_PALIDO,RUGOSA,AXIAL,NO,NO,NO,N
RHIZAXINELLA_UNISETA,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,1_TIPO,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,FUSIFORME,SUBESFERICA_ALARGADA_OVOIDE,SIN_MEGASCLERAS_ECTOSOMICAS,SIN_TILOSTILO_ECTOSOMICO,SIN_MEGASCLERA_ECTOSOMICA,SIN_MEGASCLERA_ECTOSOMICA,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,3,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MAZAS_PEDUNCULADAS_1/PEDUNCULO,0,NO,AMARILLO_PALIDO,TOTALMENTE_HISPIDA,AXIAL,NO,NO,SI,P
RIDLEYA_OVIFORMIS,3_CAPAS,TANGENCIAL,SI,NO,NO,NO,2,NO,SIN_TILOSTILOS_ADICIONALES,3_TIPOS,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,NORMAL,SUBESFERICA_ALARGADA_OVOIDE,EMPALIZADA,SUBESFERICA_ALARGADA_OVOIDE,CURVADA,TILOSTILO,SIN_EXOSTILOS,FUSIFORME,TILOSTILO,1,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MAZAS_PEDUNCULADAS_1/PEDUNCULO,0,NO,?,ATERCIOPELADA,REDUCIDO,NO,NO,NO,P
SPHAEROTYLUS_ANTARCTICUS,2_CAPAS,TANGENCIAL,SI,NO,NO,NO,3,NO,INTERMEDIARIOS,3_TIPOS,NO,NO,NO,SI,NO,NO,SI,NORMAL,NORMAL,SUBESFERICA_ALARGADA_OVOIDE,EMPALIZADA,SUBESFERICA_ALARGADA_OVOIDE,CURVADA,TILOSTILO,ESFEROTILOS,NORMAL,TILOSTILO,3,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,HEMISFERICA,2,SI,AMARILLO_PALIDO,SOLO_PAPILAS_LISAS,RADIAL,NO,NO,NO,P
SPHAEROTYLUS_CAPITATUS,2_CAPAS,TANGENCIAL,SI,NO,NO,NO,3,NO,INTERMEDIARIOS,3_TIPOS,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,POLITILOTA,SUBESFERICA_ALARGADA_OVOIDE,EMPALIZADA,SUBESFERICA_ALARGADA_OVOIDE,CURVADA,TILOSTILO,ESFEROTILOS,NORMAL,TILOSTILO,3,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,GLOBULOSA,2,SI,AMARILLO_PALIDO,SOLO_PAPILAS_LISAS,RADIAL,NO,NO,NO,P
SPINULARIA_SPINULARIA,1_CAPA,SIN_CAPA_INTERNA_DEL_CORTEX,SI,NO,NO,NO,2,NO,SIN_TILOSTILOS_ADICIONALES,2_TIPOS,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,FUSIFORME,SUBESFERICA_ALARGADA_OVOIDE,EMPALIZADA,SUBESFERICA_ALARGADA_OVOIDE,RECTA_FUSIFORME,TILOSTILO,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,3,SI,TRICODRAGMA,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,GLOBULOSA,0,NO,OTROS,TOTALMENTE_HISPIDA,RADIAL,NO,NO,NO,P
SPIRASTRELLA_CUNCTATRIX,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,1_TIPO,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,NORMAL,SUBESFERICA_ALARGADA_OVOIDE,SIN_MEGASCLERAS_ECTOSOMICAS,SIN_TILOSTILO_ECTOSOMICO,SIN_MEGASCLERA_ECTOSOMICA,SIN_MEGASCLERA_ECTOSOMICA,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,1,SI,ASTER,SI,SIN_ESFERASTER,ESPIRASTER,SIN_DIPLASTERES,SIN_ESFERASTER,INCRUSTANTE,0,NO,OTROS,RUGOSA,CONFUSA,NO,NO,NO,P
SPIRASTRELLA_MINAX,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,1_TIPO,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,NORMAL,SUBESFERICA_ALARGADA_OVOIDE,SIN_MEGASCLERAS_ECTOSOMICAS,SIN_TILOSTILO_ECTOSOMICO,SIN_MEGASCLERA_ECTOSOMICA,SIN_MEGASCLERA_ECTOSOMICA,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,2,SI,ASTER,SI,SIN_ESFERASTER,ESPIRASTER,SIN_DIPLASTERES,SIN_ESFERASTER,INCRUSTANTE,0,NO,OTROS,RUGOSA,CONFUSA,NO,NO,NO,P
STYLOCORDYLA_BOREALIS,1_CAPA,SIN_CAPA_INTERNA_DEL_CORTEX,SI,NO,NO,NO,1,NO,SIN_TILOSTILOS_ADICIONALES,3_TIPOS,NO,NO,NO,NO,NO,SI,NO,SIN_ESPICULA_PRINCIPAL_ESTILO,SIN_ESPICULA_PRINCIPAL_TILOSTILO_,SIN_TILOSTILOS,RAMILLETES,SIN_TILOSTILO_ECTOSOMICO,RECTA_FUSIFORME,OXAS_ESTRONGILOXAS,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,3,SI,MICROESTILOS_Y_MICROXAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MAZAS_PEDUNCULADAS_1/PEDUNCULO,0,NO,?,LISA,RADIAL,NO,NO,SI,P
SUBERITES_CAMINATUS,1_CAPA,SIN_CAPA_INTERNA_DEL_CORTEX,SI,NO,NO,NO,3,NO,SIN_TILOSTILOS_ADICIONALES,2_TIPOS,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,NORMAL,SUBESFERICA_ALARGADA_OVOIDE,EMPALIZADA,SUBESFERICA_ALARGADA_OVOIDE,RECTA_FUSIFORME,TILOSTILO,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,3,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,HEMISFERICA,2,SI,OTROS,LISA,RADIAL_EN_PERIFERIA,NO,NO,NO,P
SUBERITES_CARNOSUS_V.INCRUSTANS,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,1_TIPO,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,NORMAL,TRILOBULADA,EMPALIZADA,SIN_TILOSTILO_ECTOSOMICO,SIN_MEGASCLERA_ECTOSOMICA,SIN_MEGASCLERA_ECTOSOMICA,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,2,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,INCRUSTANTE,0,NO,AMARILLO_PALIDO,ATERCIOPELADA,RADIAL_EN_PERIFERIA,NO,NO,NO,P
SUBERITES_CARNOSUS_V.RAMOSUS,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,1_TIPO,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,NORMAL,TRILOBULADA,EMPALIZADA,SIN_TILOSTILO_ECTOSOMICO,SIN_MEGASCLERA_ECTOSOMICA,SIN_MEGASCLERA_ECTOSOMICA,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,2,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,RAMIFICADA,0,NO,AMARILLO_PALIDO,ATERCIOPELADA,AXIAL,NO,NO,NO,P
SUBERITES_CARNOSUS_V.TYPICUS,SIN_CORTEX,SIN_CAPA_INTERNA_DEL_CORTEX,NO,SIN_CORTEX,SIN_CORTEX,SIN_CORTEX,0,NO,SIN_TILOSTILOS_ADICIONALES,1_TIPO,NO,NO,NO,NO,NO,NO,SI,SIN_ESPICULA_PRINCIPAL_ESTILO,NORMAL,TRILOBULADA,EMPALIZADA,SIN_TILOSTILO_ECTOSOMICO,SIN_MEGASCLERA_ECTOSOMICA,SIN_MEGASCLERA_ECTOSOMICA,SIN_EXOSTILOS,SIN_MEGASCLERA_INTERMEDIARIA,SIN_MEGASCLERA_INTERMEDIARIA,2,NO,SIN_MICROSCLERAS,NO,SIN_ESFERASTER,SIN_ASTER,SIN_DIPLASTERES,SIN_ESFERASTER,MAZAS_PEDUNCULADAS_1/PEDUNCULO,0,NO,AMARILLO_PALIDO,ATERCIOPELADA,RADIAL_EN_PERIFERIA,NO,NO,NO,P
